,self,other,edge,edge_correction,geometry
279,16409,16403,15198,,"LINESTRING (130585.3943999996 5915097.4717, 130573.9423000002 5915192.9751)"
280,15015,16409,15199,,"LINESTRING (130633.4340000004 5915103.4812, 130585.3943999996 5915097.4717)"
281,16505,16468,15237,,"LINESTRING (130621.8486000001 5915198.6672, 130611.4932000004 5915282.5622)"
282,16416,16417,15271,,"LINESTRING (130708.8633000003 5915033.1381, 130705.2333000004 5915061.6149)"
283,16419,16411,15272,,"LINESTRING (130606.5197000001 5915050.4411, 130612.0992000001 5915001.4463)"
284,16412,16413,14155,,"LINESTRING (130620.2306000004 5914934.6863, 130618.1235999996 5914952.5971)"
285,16292,16440,18078,,"LINESTRING (131018.0932999998 5915177.3188, 130969.0066999998 5915245.2021)"
286,16291,16292,18079,,"LINESTRING (131069.0734000001 5915142.3014, 131018.0932999998 5915177.3188)"
287,16404,16469,16110,,"LINESTRING (130568.6912000002 5915233.6103, 130563.4699999997 5915276.0171)"
288,16462,16507,16111,,"LINESTRING (130696.8126999997 5915257.8065, 130702.9391999999 5915208.8465)"
289,16470,16471,17747,,"LINESTRING (130560.7396999998 5915297.4011, 130557.6544000003 5915322.4844)"
290,16287,15015,17927,,"LINESTRING (130703.6162999999 5915114.0811, 130633.4340000004 5915103.4812)"
291,16286,16428,17928,,"LINESTRING (130731.4987000003 5915116.5194, 130796.4839000003 5915123.54)"
292,16012,16017,15435,,"LINESTRING (130740.1640999997 5914836.792, 130727.5855 5914914.1907)"
293,16006,16509,15436,,"LINESTRING (130887.9696000004 5914885.6914, 130855.9148000004 5914881.4121)"
294,16008,16009,15437,,"LINESTRING (130813.3263999997 5914849.8937, 130810.1281000003 5914876.0979)"
295,16007,16010,15438,,"LINESTRING (130873.943 5914933.0469, 130802.7430999996 5914924.4144)"
296,16509,16009,15439,,"LINESTRING (130855.9148000004 5914881.4121, 130810.1281000003 5914876.0979)"
297,16009,16010,15440,,"LINESTRING (130810.1281000003 5914876.0979, 130802.7430999996 5914924.4144)"
298,16422,16011,15441,,"LINESTRING (130763.9771999996 5914984.804, 130772.3764000004 5914920.2672)"
299,16469,16470,15725,,"LINESTRING (130563.4699999997 5915276.0171, 130560.7396999998 5915297.4011)"
301,16436,16438,16679,,"LINESTRING (130929.0639000004 5915142.6315, 130936.2248 5915189.3996)"
302,16506,16507,16107,,"LINESTRING (130655.5273000002 5915202.8847, 130702.9391999999 5915208.8465)"
303,16449,16448,16108,,"LINESTRING (130750.5453000003 5915214.4652, 130784.8501000004 5915218.4592)"
304,16448,16446,16109,,"LINESTRING (130784.8501000004 5915218.4592, 130832.2846999997 5915224.6876)"
305,16017,16018,15445,,"LINESTRING (130727.5855 5914914.1907, 130653.5433999998 5914904.1939)"
306,16010,16011,15443,,"LINESTRING (130802.7430999996 5914924.4144, 130772.3764000004 5914920.2672)"
307,16011,16017,15444,,"LINESTRING (130772.3764000004 5914920.2672, 130727.5855 5914914.1907)"
308,131099,16403,143239,,"LINESTRING (130569.9368000003 5915192.4933, 130573.9423000002 5915192.9751)"
309,131098,13581,143240,,"LINESTRING (130554.3739999998 5915322.4837, 130548.9634999996 5915366.3147)"
310,16471,131098,143241,,"LINESTRING (130557.6544000003 5915322.4844, 130554.3739999998 5915322.4837)"
311,131099,131098,143242,,"LINESTRING (130569.9368000003 5915192.4933, 130554.3739999998 5915322.4837)"
312,16018,16423,15043,,"LINESTRING (130653.5433999998 5914904.1939, 130609.0450999998 5914897.1837)"
313,16019,16423,15431,,"LINESTRING (130619.1500000004 5914832.123, 130609.0450999998 5914897.1837)"
314,16414,16413,14153,,"LINESTRING (130692.8257999998 5914961.8299, 130618.1235999996 5914952.5971)"
315,16415,16411,14156,,"LINESTRING (130669.2074999996 5915008.5763, 130612.0992000001 5915001.4463)"
316,16447,16439,15145,,"LINESTRING (130881.1869999999 5915232.6037, 130944.9008999998 5915241.5752)"
317,16444,126195,15146,,"LINESTRING (131064.9775999999 5915259.7641, 130977.3957000002 5915246.475)"
318,16439,16440,15147,,"LINESTRING (130944.9008999998 5915241.5752, 130969.0066999998 5915245.2021)"
319,126195,16440,138126,,"LINESTRING (130977.3957000002 5915246.475, 130969.0066999998 5915245.2021)"
320,16015,16018,15432,,"LINESTRING (130660.6278999997 5914856.1254, 130653.5433999998 5914904.1939)"
321,16421,16017,15442,,"LINESTRING (130715.0438999999 5914995.3406, 130727.5855 5914914.1907)"
322,16020,16021,15430,,"LINESTRING (130575.6235999996 5914816.4406, 130572.2900999999 5914842.0157)"
323,15735,15474,14066,,"LINESTRING (130674.4530999996 5914337.6076, 130665.7744000005 5914371.204)"
324,15734,15735,14067,,"LINESTRING (130683.6859999998 5914294.333, 130674.4530999996 5914337.6076)"
326,15736,15734,14069,,"LINESTRING (130690.4447999997 5914259.2326, 130683.6859999998 5914294.333)"
327,13113,13114,14150,,"LINESTRING (130828.0347999996 5914594.4763, 130831.3015999999 5914572.7253)"
328,15714,15229,14998,,"LINESTRING (130727.5440999996 5914429.1127, 130716.7033000002 5914480.5388)"
329,15229,15467,14999,,"LINESTRING (130716.7033000002 5914480.5388, 130699.4325000001 5914558.2622)"
330,14956,14959,14196,,"LINESTRING (130635.2461000001 5914069.0977, 130628.6278999997 5914119.7419)"
331,15747,15748,14199,,"LINESTRING (130796.1654000003 5914084.9232, 130788.9594000001 5914124.5342)"
332,13016,13009,14310,,"LINESTRING (131030.5285 5914605.3304, 131083.5681999996 5914581.6665)"
333,13007,13008,14311,,"LINESTRING (130963.5882999999 5914549.37, 131041.8488999996 5914570.8995)"
334,13117,13118,14312,,"LINESTRING (130884.9199999999 5914603.6637, 130894.7017000001 5914561.5769)"
335,13127,13126,14313,,"LINESTRING (130912.523 5914595.9855, 130958.3822999997 5914607.7865)"
337,14960,14961,14316,,"LINESTRING (130843.1442999998 5914127.407, 130843.0992000001 5914142.9533)"
338,14517,15741,14317,,"LINESTRING (130859.0982999997 5914139.944, 130890.335 5914143.3398)"
339,13011,13009,14587,,"LINESTRING (131127.1814999999 5914592.9192, 131083.5681999996 5914581.6665)"
340,13009,13008,14588,,"LINESTRING (131083.5681999996 5914581.6665, 131041.8488999996 5914570.8995)"
341,13109,13110,14589,,"LINESTRING (131050.4791000001 5914655.2736, 131001.4677999998 5914647.4137)"
342,13110,13128,14590,,"LINESTRING (131001.4677999998 5914647.4137, 130904.5498000002 5914631.6652)"
343,13015,13110,14591,,"LINESTRING (131065.5736999996 5914619.0667, 131001.4677999998 5914647.4137)"
344,13006,13124,14592,,"LINESTRING (130997.8169999998 5914590.3699, 130992.9664000003 5914592.4662)"
345,13107,13006,14593,,"LINESTRING (131014.0388000002 5914618.0778, 130997.8169999998 5914590.3699)"
346,13108,13125,14594,,"LINESTRING (130986.9578999998 5914622.5434, 130976.8657 5914599.5726)"
347,13013,13011,14595,,"LINESTRING (131091.3477999996 5914608.7645, 131127.1814999999 5914592.9192)"
348,13012,13013,14596,,"LINESTRING (131104.2571999999 5914636.9993, 131091.3477999996 5914608.7645)"
349,13014,13013,14597,,"LINESTRING (131085.9804999996 5914611.2892, 131091.3477999996 5914608.7645)"
350,14952,15749,14598,,"LINESTRING (130664.6377999997 5914114.7013, 130709.1249000002 5914117.7846)"
351,15749,15748,14599,,"LINESTRING (130709.1249000002 5914117.7846, 130788.9594000001 5914124.5342)"
352,14958,14953,14601,,"LINESTRING (130704.6398 5914178.3428, 130778.0558000002 5914188.1132)"
353,15733,14958,14602,,"LINESTRING (130638.1364000002 5914169.4322, 130704.6398 5914178.3428)"
354,14957,15733,14603,,"LINESTRING (130622.5055999998 5914165.3198, 130638.1364000002 5914169.4322)"
355,14959,14957,14604,,"LINESTRING (130628.6278999997 5914119.7419, 130622.5055999998 5914165.3198)"
356,13005,13111,14674,,"LINESTRING (130807.7209999999 5914583.9459, 130803.0245000003 5914615.2157)"
357,13112,13114,14538,,"LINESTRING (130819.1476999996 5914570.476, 130831.3015999999 5914572.7253)"
358,13114,13115,14539,,"LINESTRING (130831.3015999999 5914572.7253, 130861.5562000005 5914578.1705)"
359,13119,13118,14540,,"LINESTRING (130867.4670000002 5914554.5777, 130894.7017000001 5914561.5769)"
360,13118,13123,14541,,"LINESTRING (130894.7017000001 5914561.5769, 130931.2588999998 5914570.813)"
361,13008,13006,14675,,"LINESTRING (131041.8488999996 5914570.8995, 130997.8169999998 5914590.3699)"
362,13010,13011,14676,,"LINESTRING (131172.1375000002 5914604.5199, 131127.1814999999 5914592.9192)"
363,15455,15456,14705,,"LINESTRING (130679.1347000003 5914654.0377, 130663.3348000003 5914651.3825)"
364,15453,15455,14706,,"LINESTRING (130783.8178000003 5914671.3741, 130780.0577999996 5914670.7514, 130686.2885999996 5914655.2224, 130679.1347000003 5914654.0377)"
365,15454,15453,14709,,"LINESTRING (130779.2271999996 5914706.4656, 130783.8178000003 5914671.3741)"
367,15720,12766,14711,,"LINESTRING (130802.7845000001 5914552.0006, 130792.3897000002 5914613.2408)"
368,15713,15720,14712,,"LINESTRING (130818.0076000001 5914449.355, 130811.5680999998 5914492.7749, 130802.7845000001 5914552.0006)"
369,15716,15713,14713,,"LINESTRING (130827.1520999996 5914412.1623, 130818.0076000001 5914449.355)"
370,13111,12766,14764,,"LINESTRING (130803.0245000003 5914615.2157, 130793.5856999997 5914613.4629, 130792.3897000002 5914613.2408)"
371,13122,13123,14765,,"LINESTRING (130938.1036999999 5914544.2141, 130931.2588999998 5914570.813)"
372,13121,13122,14766,,"LINESTRING (130896.7819999997 5914533.5805, 130938.1036999999 5914544.2141)"
373,13120,13119,14767,,"LINESTRING (130872.4594000001 5914526.9734, 130867.4670000002 5914554.5777)"
374,13116,13115,14768,,"LINESTRING (130858.9842999997 5914596.724, 130861.5562000005 5914578.1705)"
375,13123,13124,14381,,"LINESTRING (130931.2588999998 5914570.813, 130992.9664000003 5914592.4662)"
376,13124,13125,14382,,"LINESTRING (130992.9664000003 5914592.4662, 130976.8657 5914599.5726)"
377,13125,13126,14383,,"LINESTRING (130976.8657 5914599.5726, 130958.3822999997 5914607.7865)"
378,13126,13128,14384,,"LINESTRING (130958.3822999997 5914607.7865, 130904.5498000002 5914631.6652)"
379,13128,13111,14385,,"LINESTRING (130904.5498000002 5914631.6652, 130803.0245000003 5914615.2157)"
380,15742,15741,13564,,"LINESTRING (130893.0394000001 5914131.2691, 130890.335 5914143.3398)"
381,14954,15739,13739,,"LINESTRING (130770.2753999997 5914227.2701, 130768.1721999999 5914240.2381)"
382,14953,14954,13740,,"LINESTRING (130778.0558000002 5914188.1132, 130770.2753999997 5914227.2701)"
383,15748,14953,13741,,"LINESTRING (130788.9594000001 5914124.5342, 130778.0558000002 5914188.1132)"
384,15728,15462,13747,,"LINESTRING (130617.9688999997 5914285.4173, 130606.3590000002 5914360.4934)"
385,16451,16444,15062,,"LINESTRING (131052.9765999997 5915335.6728, 131064.9775999999 5915259.7641)"
386,15739,15737,13568,,"LINESTRING (130768.1721999999 5914240.2381, 130762.1427999996 5914269.6952)"
387,15727,14533,13569,,"LINESTRING (130629.9106000001 5914222.2146, 130625.4408999998 5914247.4835)"
388,15726,15727,13570,,"LINESTRING (130528.2608000003 5914206.2917, 130629.9106000001 5914222.2146)"
390,15729,15728,13572,,"LINESTRING (130624.4312000005 5914283.4482, 130617.9688999997 5914285.4173)"
391,15730,15728,13573,,"LINESTRING (130514.8403000003 5914269.4224, 130617.9688999997 5914285.4173)"
392,15462,15474,13462,,"LINESTRING (130606.3590000002 5914360.4934, 130665.7744000005 5914371.204)"
393,15473,15716,13463,,"LINESTRING (130756.8732000003 5914390.6125, 130824.46 5914411.4685, 130825.0747999996 5914411.4787, 130827.1520999996 5914412.1623)"
395,15721,15453,14091,,"LINESTRING (130813.8914999999 5914493.0746, 130793.5856999997 5914613.4629, 130783.8178000003 5914671.3741)"
396,15463,15462,14095,,"LINESTRING (130498.9557999996 5914341.4706, 130606.3590000002 5914360.4934)"
397,15474,15461,14096,,"LINESTRING (130665.7744000005 5914371.204, 130737.2675000001 5914389.5675)"
398,15461,15716,14097,,"LINESTRING (130737.2675000001 5914389.5675, 130741.0711000003 5914390.5236, 130824.46 5914411.4685, 130827.1520999996 5914412.1623)"
399,15456,15457,14098,,"LINESTRING (130663.3348000003 5914651.3825, 130526.0436000004 5914628.7259)"
400,14518,14519,13704,,"LINESTRING (131114.4985999996 5914110.4888, 131077.9402000001 5914108.5927, 131007.8926999997 5914104.6349)"
401,14961,14517,13705,,"LINESTRING (130843.0992000001 5914142.9533, 130859.0982999997 5914139.944)"
402,14515,16607,13706,,"LINESTRING (130989.2461999999 5914140.15, 130941.1089000003 5914135.4937)"
403,14516,15742,13707,,"LINESTRING (130925.6851000004 5914134.0018, 130893.0394000001 5914131.2691)"
404,14385,14632,18062,,"LINESTRING (131525.8600000003 5914224.0465, 131431.3885000004 5914235.877)"
405,14631,14635,18064,,"LINESTRING (131419.5932999998 5914169.2331, 131409.8732000003 5914101.7779)"
407,14632,14631,18066,,"LINESTRING (131431.3885000004 5914235.877, 131419.5932999998 5914169.2331)"
408,14633,14385,18067,,"LINESTRING (131616.1008000001 5914210.1443, 131525.8600000003 5914224.0465)"
409,14387,14634,18068,,"LINESTRING (131606.1405999996 5914137.4282, 131594.1752000004 5914069.9621)"
410,14635,14636,18070,,"LINESTRING (131409.8732000003 5914101.7779, 131379.7756000003 5914119.2756)"
411,14636,14637,18071,,"LINESTRING (131379.7756000003 5914119.2756, 131272.1902000001 5914115.3907)"
412,16281,14506,18188,,"LINESTRING (131447.9774000002 5914689.5829, 131420.7454000004 5914542.2781)"
413,14637,14638,18233,,"LINESTRING (131272.1902000001 5914115.3907, 131161.6392000001 5914110.9596)"
414,14638,14518,18234,,"LINESTRING (131161.6392000001 5914110.9596, 131114.4985999996 5914110.4888)"
415,13115,13119,18310,,"LINESTRING (130861.5562000005 5914578.1705, 130867.4670000002 5914554.5777)"
416,16290,16291,18399,,"LINESTRING (131153.7462999998 5915092.0693, 131069.0734000001 5915142.3014)"
418,13153,14518,17758,,"LINESTRING (131114.7492000004 5914084.6789, 131114.4985999996 5914110.4888)"
419,14533,15728,16345,,"LINESTRING (130625.4408999998 5914247.4835, 130617.9688999997 5914285.4173)"
420,15468,15714,16640,,"LINESTRING (130804.0680999998 5914446.2971, 130749.4621000001 5914434.7849, 130731.9768000003 5914430.9064, 130727.5440999996 5914429.1127)"
421,16607,14516,18194,,"LINESTRING (130941.1089000003 5914135.4937, 130925.6851000004 5914134.0018)"
422,16608,16607,18195,,"LINESTRING (130940.534 5914162.8957, 130941.1089000003 5914135.4937)"
423,12766,15722,17155,,"LINESTRING (130792.3897000002 5914613.2408, 130789.4490999999 5914630.5648)"
424,16016,16015,15882,,"LINESTRING (130664.4864999996 5914829.4702, 130660.6278999997 5914856.1254)"
425,1000428,13209,133344,,"LINESTRING (131607.2401000001 5913787.1379, 131642.8507000003 5914027.5537, 131675.9335000003 5914264.1731, 131622.5586999999 5914270.7091, 131627.1232000003 5914305.1558, 131413.1720000003 5914447.5819, 131408.1706999997 5914449.0131, 131403.2828000002 5914450.4119, 131360.5158000002 5914462.0143, 131307.2516000001 5914470.8211, 131305.5118000004 5914470.9203, 131264.2724000001 5914473.2721, 131247.6765999999 5914472.7199, 131102.9780999999 5914451.8111, 131026.6298000002 5914440.4804, 130848.5107000005 5914412.3354, 130837.1951000001 5914410.1595, 130825.2159000002 5914407.8561, 130824.46 5914411.4685, 130815.4461000003 5914453.5751, 130809.3280999996 5914492.486, 130788.2745000003 5914626.3889, 130787.5608000001 5914630.2421, 130780.0577999996 5914670.7514, 130779.6155000003 5914673.1393, 130685.8151000002 5914658.2386, 130673.2280999999 5914656.2391, 130525.4813000001 5914632.3547, 130231.5789999999 5914584.843, 130230.4738999996 5914584.6644, 130237.3729999997 5914534.1355, 130232.5851999996 5914530.5237)"
426,141408,141409,154014,,"LINESTRING (130578.6588000003 5914551.4401, 130474.7342999997 5914533.5813)"
428,16616,14467,17923,,"LINESTRING (130622.5959999999 5914798.7488, 130631.1694999998 5914743.9094)"
429,141402,141403,154010,,"LINESTRING (130563.2495999997 5914497.2916, 130475.7702000001 5914481.9919)"
430,141405,141406,154011,,"LINESTRING (130628.7993000001 5914566.915, 130623.7227999996 5914596.2569)"
431,141406,141407,154012,,"LINESTRING (130623.7227999996 5914596.2569, 130656.3136 5914602.0441)"
432,141401,141402,154009,,"LINESTRING (130603.8104999997 5914505.2743, 130563.2495999997 5914497.2916)"
433,14507,141425,154030,,"LINESTRING (131406.8400999997 5914457.1021, 131377.6966000004 5914464.2224)"
434,14504,141426,154031,,"LINESTRING (131280.8481999999 5914480.1098, 131245.8827 5914478.5558)"
435,141427,14535,154032,,"LINESTRING (131136.8976999996 5914463.2016, 131047.8458000002 5914450.1725)"
436,141428,15718,154033,,"LINESTRING (130850.7734000003 5914333.2813, 130852.1138000004 5914335.5668)"
437,141747,15452,14707,,"LINESTRING (130670.4534 5914610.702, 130655.6303000003 5914605.3137)"
438,15452,15232,14994,,"LINESTRING (130655.6303000003 5914605.3137, 130559.5580000002 5914589.4529)"
439,141407,15452,154013,,"LINESTRING (130656.3136 5914602.0441, 130655.6303000003 5914605.3137)"
440,15451,141747,154377,,"LINESTRING (130687.3492000001 5914613.1183, 130670.4534 5914610.702)"
441,15743,15742,13743,,"LINESTRING (130900.8737000003 5914093.044, 130893.0394000001 5914131.2691)"
442,15738,15461,13745,,"LINESTRING (130753.5036000004 5914312.7684, 130737.2675000001 5914389.5675)"
443,15737,15738,13746,,"LINESTRING (130762.1427999996 5914269.6952, 130753.5036000004 5914312.7684)"
444,15741,15740,13565,,"LINESTRING (130890.335 5914143.3398, 130878.3646999998 5914201.0377)"
445,15740,15719,13566,,"LINESTRING (130878.3646999998 5914201.0377, 130867.9698999999 5914254.3243)"
447,15228,15715,15001,,"LINESTRING (130636.0756000001 5914447.2239, 130644.6546 5914411.8788)"
448,15227,15469,15003,,"LINESTRING (130574.4484999999 5914438.0983, 130583.0185000002 5914398.5735)"
450,15718,15717,14583,,"LINESTRING (130852.1138000004 5914335.5668, 130835.7152000004 5914413.5051)"
451,15719,15718,14584,,"LINESTRING (130867.9698999999 5914254.3243, 130852.1138000004 5914335.5668)"
452,15722,15451,14708,,"LINESTRING (130789.4490999999 5914630.5648, 130787.5608000001 5914630.2421, 130692.7523999996 5914614.0416, 130687.3492000001 5914613.1183)"
453,15717,15716,14714,,"LINESTRING (130835.7152000004 5914413.5051, 130827.1520999996 5914412.1623)"
454,14536,15717,14715,,"LINESTRING (130939.4062000001 5914431.7101, 130835.7152000004 5914413.5051)"
455,15470,15469,14763,,"LINESTRING (130491.1913000001 5914377.1058, 130583.0185000002 5914398.5735)"
456,15469,15715,14782,,"LINESTRING (130583.0185000002 5914398.5735, 130644.6546 5914411.8788)"
457,15715,15714,14783,,"LINESTRING (130644.6546 5914411.8788, 130727.5440999996 5914429.1127)"
458,14467,14468,16560,,"LINESTRING (130631.1694999998 5914743.9094, 130539.1079000002 5914731.5422)"
459,141425,14504,16641,,"LINESTRING (131377.6966000004 5914464.2224, 131280.8481999999 5914480.1098)"
460,14506,14507,15918,,"LINESTRING (131420.7454000004 5914542.2781, 131406.8400999997 5914457.1021)"
461,14505,14507,15919,,"LINESTRING (131396.9047999997 5914406.2665, 131406.8400999997 5914457.1021)"
462,141426,141427,15920,,"LINESTRING (131245.8827 5914478.5558, 131136.8976999996 5914463.2016)"
